area,ticket_date,waste_type,net_weight_kg,temperature (C),humidity (%),Holiday,,
Boralesgamuwa UC,03/02/2015,MSW,28830,27.72,71.26,1,,
Boralesgamuwa UC,04/02/2015,MSW,35130,27.95,82.25,1,,
Boralesgamuwa UC,05/02/2015,MSW,27200,31.67,69.67,0,,
Boralesgamuwa UC,06/02/2015,MSW,13360,29.83,89.63,0,,
Boralesgamuwa UC,07/02/2015,MSW,26910,32.88,91.04,0,,
Boralesgamuwa UC,08/02/2015,MSW,7510,25.52,74.47,0,,
Boralesgamuwa UC,09/02/2015,MSW,34320,28.92,73.54,0,,
Boralesgamuwa UC,10/02/2015,MSW,37670,26.56,93.19,0,,
Boralesgamuwa UC,11/02/2015,MSW,24260,32.27,67.37,0,,
Boralesgamuwa UC,12/02/2015,MSW,21780,30.06,75.22,0,,
Boralesgamuwa UC,13/02/2015,MSW,32850,30.93,92.51,0,,
Boralesgamuwa UC,14/02/2015,MSW,25570,23.98,72.88,0,,
Boralesgamuwa UC,15/02/2015,MSW,12020,31.04,63.51,0,,
Boralesgamuwa UC,16/02/2015,MSW,23710,25.63,63.96,0,,
Boralesgamuwa UC,17/02/2015,MSW,23700,24.09,89.87,1,,
Boralesgamuwa UC,18/02/2015,MSW,30520,25.83,90.19,0,,
Boralesgamuwa UC,19/02/2015,MSW,29210,29.53,87.16,0,,
Boralesgamuwa UC,20/02/2015,MSW,28550,24.83,94.54,0,,
Boralesgamuwa UC,21/02/2015,MSW,25720,28.73,92.41,0,,
Boralesgamuwa UC,22/02/2015,MSW,9950,23.14,80.79,0,,
Boralesgamuwa UC,23/02/2015,MSW,29110,31.41,63.55,0,,
Boralesgamuwa UC,24/02/2015,MSW,29800,27.47,82.67,0,,
Boralesgamuwa UC,25/02/2015,MSW,34720,26.11,93.95,0,,
Boralesgamuwa UC,26/02/2015,MSW,29760,25.49,73.41,0,,
Boralesgamuwa UC,27/02/2015,MSW,20740,26.01,94.14,0,,
Boralesgamuwa UC,28/02/2015,MSW,25710,30.23,79.25,0,,
Boralesgamuwa UC,01/03/2015,MSW,41100,28.03,90.61,0,,
Boralesgamuwa UC,02/03/2015,MSW,27910,26.34,66.14,0,,
Boralesgamuwa UC,03/03/2015,MSW,28250,32.3,75.13,0,,
Boralesgamuwa UC,04/03/2015,MSW,23880,28.47,82.06,0,,
Boralesgamuwa UC,05/03/2015,MSW,12690,24,89.26,1,,
Boralesgamuwa UC,06/03/2015,MSW,38950,25.12,68.65,0,,
Boralesgamuwa UC,07/03/2015,MSW,28790,24.8,94.39,0,,
Boralesgamuwa UC,08/03/2015,MSW,21970,23.18,65.02,0,,
Boralesgamuwa UC,09/03/2015,MSW,31870,28.02,71.4,0,,
Boralesgamuwa UC,10/03/2015,MSW,390,23.8,66.36,0,,
Boralesgamuwa UC,11/03/2015,MSW,34590,28.55,77.4,0,,
Boralesgamuwa UC,12/03/2015,MSW,41380,30.38,74.18,0,,
Boralesgamuwa UC,13/03/2015,MSW,19430,23.48,76.94,0,,
Boralesgamuwa UC,14/03/2015,MSW,"25,532",26.01,66.14,0,,
Boralesgamuwa UC,15/03/2015,MSW,"25,000",27.47,75.13,0,,
Boralesgamuwa UC,16/03/2015,MSW,20640,30.99,82.31,0,,
Boralesgamuwa UC,17/03/2015,MSW,31740,28.93,61.53,0,,
Boralesgamuwa UC,18/03/2015,MSW,35490,28.42,89.27,0,,
Boralesgamuwa UC,19/03/2015,MSW,36060,25.75,78.27,0,,
Boralesgamuwa UC,20/03/2015,MSW,32320,30.52,89.36,0,,
Boralesgamuwa UC,21/03/2015,MSW,28640,24.54,63.77,0,,
Boralesgamuwa UC,22/03/2015,MSW,11380,25.39,94.22,0,,
Boralesgamuwa UC,23/03/2015,MSW,26660,26.36,64.85,0,,
Boralesgamuwa UC,24/03/2015,MSW,37770,27.19,92,0,,
Boralesgamuwa UC,25/03/2015,MSW,27350,24.42,92.68,0,,
Boralesgamuwa UC,26/03/2015,MSW,30150,24.27,72.02,0,,
Boralesgamuwa UC,27/03/2015,MSW,21350,26.74,93.09,0,,
Boralesgamuwa UC,28/03/2015,MSW,34670,30.92,74.39,0,,
Boralesgamuwa UC,29/03/2015,MSW,15260,28.64,73.16,0,,
Boralesgamuwa UC,30/03/2015,MSW,34450,25.92,83.61,0,,
Boralesgamuwa UC,31/03/2015,MSW,36540,27.39,63.8,0,,
Boralesgamuwa UC,01/04/2015,MSW,20190,24.42,82.14,0,,
Boralesgamuwa UC,02/04/2015,MSW,24960,26.44,80.43,0,,
Boralesgamuwa UC,03/04/2015,MSW,38670,26.99,78.52,1,,
Boralesgamuwa UC,04/04/2015,MSW,30490,27.32,94.05,0,,
Boralesgamuwa UC,05/04/2015,MSW,27160,30.79,78.21,0,,
Boralesgamuwa UC,06/04/2015,MSW,22590,23.22,72.56,0,,
Boralesgamuwa UC,07/04/2015,MSW,24690,29.76,85.73,0,,
Boralesgamuwa UC,08/04/2015,MSW,30280,28.64,76.93,0,,
Boralesgamuwa UC,09/04/2015,MSW,38730,24.92,72.57,0,,
Boralesgamuwa UC,10/04/2015,MSW,34500,28.64,76.93,0,,
Boralesgamuwa UC,11/04/2015,MSW,37140,25.49,66.01,0,,
Boralesgamuwa UC,12/04/2015,MSW,32960,24.85,92.88,1,,
Boralesgamuwa UC,13/04/2015,MSW,27050,27.22,73.23,1,,
Boralesgamuwa UC,14/04/2015,MSW,7380,29.54,79.24,0,,
Boralesgamuwa UC,15/04/2015,MSW,16790,30.74,80.02,0,,
Boralesgamuwa UC,16/04/2015,MSW,20480,24.04,69.71,0,,
Boralesgamuwa UC,17/04/2015,MSW,26920,28.87,83.27,0,,
Boralesgamuwa UC,18/04/2015,MSW,22050,30.47,90.85,0,,
Boralesgamuwa UC,19/04/2015,MSW,17060,24.61,78.31,0,,
Boralesgamuwa UC,20/04/2015,MSW,31180,27.89,65.21,0,,
Boralesgamuwa UC,21/04/2015,MSW,39940,28.11,64.82,0,,
Boralesgamuwa UC,22/04/2015,MSW,42710,30.2,61.47,0,,
Boralesgamuwa UC,23/04/2015,MSW,29320,32.05,65.43,0,,
Boralesgamuwa UC,24/04/2015,MSW,30400,32.57,72.61,0,,
Boralesgamuwa UC,25/04/2015,MSW,38880,27.42,86.27,0,,
Boralesgamuwa UC,26/04/2015,MSW,10820,29.16,91.82,0,,
Boralesgamuwa UC,27/04/2015,MSW,23270,27.54,72.94,0,,
Boralesgamuwa UC,28/04/2015,MSW,35730,29.45,85.93,0,,
Boralesgamuwa UC,29/04/2015,MSW,38710,27.71,87.69,0,,
Boralesgamuwa UC,30/04/2015,MSW,27820,27.3,61.84,0,,
Boralesgamuwa UC,01/05/2015,MSW,26990,23.51,94.69,1,,
Boralesgamuwa UC,02/05/2015,MSW,31090,30.5,90.38,0,,
Boralesgamuwa UC,03/05/2015,MSW,24410,28.2,71.98,1,,
Boralesgamuwa UC,04/05/2015,MSW,21380,30.49,60.96,1,,
Boralesgamuwa UC,05/05/2015,MSW,28990,29.52,93.02,0,,
Boralesgamuwa UC,06/05/2015,MSW,34020,25.37,94.89,0,,
Boralesgamuwa UC,07/05/2015,MSW,26210,29,76.34,0,,
Boralesgamuwa UC,08/05/2015,MSW,27490,29.66,85.36,0,,
Boralesgamuwa UC,09/05/2015,MSW,20930,32.26,84.16,0,,
Boralesgamuwa UC,10/05/2015,MSW,25089,28.29,92.24,0,,
Boralesgamuwa UC,11/05/2015,MSW,38000,28.29,92.24,0,,
Boralesgamuwa UC,12/05/2015,MSW,29280,31.61,65.27,0,,
Boralesgamuwa UC,13/05/2015,MSW,31090,25.18,94.72,0,,
Boralesgamuwa UC,14/05/2015,MSW,25089,28.52,92.58,0,,
Boralesgamuwa UC,15/05/2015,MSW,26210,29.52,93.58,0,,
Boralesgamuwa UC,16/05/2015,MSW,20560,23.25,82,0,,
Boralesgamuwa UC,17/05/2015,MSW,20450,29.12,67.77,0,,
Boralesgamuwa UC,18/05/2015,MSW,31110,30.96,69.89,0,,
Boralesgamuwa UC,19/05/2015,MSW,32230,31.01,82.2,0,,
Boralesgamuwa UC,20/05/2015,MSW,47390,24.9,92.89,0,,
Boralesgamuwa UC,21/05/2015,MSW,32630,28.09,81.31,0,,
Boralesgamuwa UC,22/05/2015,MSW,32930,28.8,74.08,0,,
Boralesgamuwa UC,23/05/2015,MSW,20840,30.14,61.66,0,,
Boralesgamuwa UC,24/05/2015,MSW,11340,27.06,80.34,0,,
Boralesgamuwa UC,25/05/2015,MSW,36340,30.83,63.43,0,,
Boralesgamuwa UC,26/05/2015,MSW,34340,30.75,82.77,0,,
Boralesgamuwa UC,27/05/2015,MSW,31290,30.22,82.33,0,,
Boralesgamuwa UC,28/05/2015,MSW,31440,24.72,87.28,0,,
Boralesgamuwa UC,29/05/2015,MSW,34400,30.51,67.51,0,,
Boralesgamuwa UC,30/05/2015,MSW,21760,27.04,63.23,0,,
Boralesgamuwa UC,31/05/2015,MSW,16780,30.73,64.2,0,,
Boralesgamuwa UC,01/06/2015,MSW,30840,28.14,76.67,0,,
Boralesgamuwa UC,02/06/2015,MSW,33490,32.74,73.33,1,,
Boralesgamuwa UC,03/06/2015,MSW,32730,28.34,73.4,0,,
Boralesgamuwa UC,04/06/2015,MSW,31030,24.86,74.39,0,,
Boralesgamuwa UC,05/06/2015,MSW,35190,29.64,89.61,0,,
Boralesgamuwa UC,06/06/2015,MSW,39610,24.46,62.73,0,,
Boralesgamuwa UC,07/06/2015,MSW,42190,30.14,81.07,0,,
Boralesgamuwa UC,08/06/2015,MSW,33100,30.14,91.41,0,,
Boralesgamuwa UC,09/06/2015,MSW,30000,25.67,82.1,0,,
Boralesgamuwa UC,10/06/2015,MSW,20000,31.65,88.12,0,,
Boralesgamuwa UC,11/06/2015,MSW,44800,31.65,88.12,0,,
Boralesgamuwa UC,12/06/2015,MSW,14370,28.32,73.26,0,,
Boralesgamuwa UC,13/06/2015,MSW,33800,27.91,76.9,0,,
Boralesgamuwa UC,14/06/2015,MSW,15990,28.59,77.7,0,,
Boralesgamuwa UC,15/06/2015,MSW,30590,32.59,73.43,0,,
Boralesgamuwa UC,16/06/2015,MSW,45980,31.73,65.65,0,,
Boralesgamuwa UC,17/06/2015,MSW,34800,30.74,88.32,0,,
Boralesgamuwa UC,18/06/2015,MSW,25550,26.74,92.46,0,,
Boralesgamuwa UC,19/06/2015,MSW,25550,31.44,79.9,0,,
Boralesgamuwa UC,20/06/2015,MSW,29060,31.56,88.95,0,,
Boralesgamuwa UC,21/06/2015,MSW,31520,25.3,85.1,0,,
Boralesgamuwa UC,22/06/2015,MSW,27030,28.45,76.82,0,,
Boralesgamuwa UC,23/06/2015,MSW,37910,28.39,65.14,0,,
Boralesgamuwa UC,24/06/2015,MSW,34580,26.4,81.5,0,,
Boralesgamuwa UC,25/06/2015,MSW,32580,23.45,79.63,0,,
Boralesgamuwa UC,26/06/2015,MSW,35480,27.56,61,0,,
Boralesgamuwa UC,27/06/2015,MSW,30090,32.38,64.73,0,,
Boralesgamuwa UC,28/06/2015,MSW,11360,28.87,94.6,0,,
Boralesgamuwa UC,29/06/2015,MSW,36140,23.75,77.62,0,,
Boralesgamuwa UC,30/06/2015,MSW,31840,25.88,88,0,,
Boralesgamuwa UC,01/07/2015,MSW,33600,28.67,85.57,1,,
Boralesgamuwa UC,02/07/2015,MSW,21120,31.46,81.21,0,,
Boralesgamuwa UC,03/07/2015,MSW,27560,29.43,86.27,0,,
Boralesgamuwa UC,04/07/2015,MSW,33080,31.24,65.57,0,,
Boralesgamuwa UC,05/07/2015,MSW,38120,30.61,75.93,0,,
Boralesgamuwa UC,06/07/2015,MSW,33400,24.45,82.55,0,,
Boralesgamuwa UC,07/07/2015,MSW,28330,25.4,88.52,0,,
Boralesgamuwa UC,08/07/2015,MSW,35970,26.21,63.98,0,,
Boralesgamuwa UC,09/07/2015,MSW,31360,23.78,81.65,0,,
Boralesgamuwa UC,10/07/2015,MSW,2970,29.94,72.73,0,,
Boralesgamuwa UC,11/07/2015,MSW,27530,27.39,65.59,0,,
Boralesgamuwa UC,12/07/2015,MSW,24510,28.09,73.57,0,,
Boralesgamuwa UC,13/07/2015,MSW,35140,32.55,82.64,0,,
Boralesgamuwa UC,14/07/2015,MSW,35400,29.12,89.64,0,,
Boralesgamuwa UC,15/07/2015,MSW,42160,32.19,70.58,0,,
Boralesgamuwa UC,16/07/2015,MSW,29870,32.85,80.18,0,,
Boralesgamuwa UC,17/07/2015,MSW,24090,31.26,82.19,0,,
Boralesgamuwa UC,18/07/2015,MSW,28100,29.06,73.08,1,,
Boralesgamuwa UC,19/07/2015,MSW,17160,27.8,62.96,0,,
Boralesgamuwa UC,20/07/2015,MSW,26900,25.31,78.52,0,,
Boralesgamuwa UC,21/07/2015,MSW,40900,24.6,94.36,0,,
Boralesgamuwa UC,22/07/2015,MSW,32490,29.7,67.46,0,,
Boralesgamuwa UC,23/07/2015,MSW,31250,29.84,79.33,0,,
Boralesgamuwa UC,24/07/2015,MSW,11480,23.91,89.2,0,,
Boralesgamuwa UC,25/07/2015,MSW,34520,24.48,83.91,0,,
Boralesgamuwa UC,26/07/2015,MSW,17710,25.08,60.99,0,,
Boralesgamuwa UC,27/07/2015,MSW,47020,30.58,84.41,0,,
Boralesgamuwa UC,28/07/2015,MSW,44470,26.56,84.97,0,,
Boralesgamuwa UC,29/07/2015,MSW,41730,27.01,87.19,0,,
Boralesgamuwa UC,30/07/2015,MSW,38290,27.33,67.06,0,,
Boralesgamuwa UC,31/07/2015,MSW,16210,25.82,94.16,1,,
Boralesgamuwa UC,01/08/2015,MSW,27060,23.14,67.22,0,,
Boralesgamuwa UC,02/08/2015,MSW,11190,32.55,74.79,0,,
Boralesgamuwa UC,03/08/2015,MSW,16010,28,80.17,0,,
Boralesgamuwa UC,04/08/2015,MSW,41370,28.31,90.79,0,,
Boralesgamuwa UC,05/08/2015,MSW,40310,30.4,82.33,0,,
Boralesgamuwa UC,06/08/2015,MSW,29670,32.14,61.22,0,,
Boralesgamuwa UC,07/08/2015,MSW,37930,28.3,88.23,0,,
Boralesgamuwa UC,08/08/2015,MSW,29370,23.46,76.34,0,,
Boralesgamuwa UC,09/08/2015,MSW,44770,25.67,81.07,0,,
Boralesgamuwa UC,10/08/2015,MSW,43420,26.76,63,0,,
Boralesgamuwa UC,11/08/2015,MSW,17240,32.01,76.77,0,,
Boralesgamuwa UC,12/08/2015,MSW,37850,31.4,66.21,0,,
Boralesgamuwa UC,13/08/2015,MSW,159020,30.65,88.52,0,,
Boralesgamuwa UC,14/08/2015,MSW,46220,30.32,82.26,0,,
Boralesgamuwa UC,15/08/2015,MSW,32650,31.8,84.74,0,,
Boralesgamuwa UC,16/08/2015,MSW,8450,29.22,70.95,0,,
Boralesgamuwa UC,17/08/2015,MSW,24020,25.07,94.95,0,,
Boralesgamuwa UC,18/08/2015,MSW,9000,30.15,75.17,0,,
Boralesgamuwa UC,19/08/2015,MSW,87670,26.16,84.88,0,,
Boralesgamuwa UC,20/08/2015,MSW,50640,25.67,92.86,0,,
Boralesgamuwa UC,21/08/2015,MSW,44530,28.9,87.21,0,,
Boralesgamuwa UC,22/08/2015,MSW,38900,26.94,67.63,0,,
Boralesgamuwa UC,23/08/2015,MSW,7210,25.72,77.19,0,,
Boralesgamuwa UC,24/08/2015,MSW,22320,24.3,65.6,0,,
Boralesgamuwa UC,25/08/2015,MSW,24490,31.07,78.55,0,,
Boralesgamuwa UC,26/08/2015,MSW,32120,32.57,86.65,0,,
Boralesgamuwa UC,27/08/2015,MSW,57340,31.58,73.08,0,,
Boralesgamuwa UC,28/08/2015,MSW,48070,23.3,72.41,0,,
Boralesgamuwa UC,29/08/2015,MSW,21750,28.21,83.78,1,,
Boralesgamuwa UC,30/08/2015,MSW,39550,28.34,75.69,0,,
Boralesgamuwa UC,31/08/2015,MSW,44050,32.72,77.09,0,,
Boralesgamuwa UC,01/09/2015,MSW,5190,30.14,77.87,0,,
Boralesgamuwa UC,02/09/2015,MSW,17490,29.09,69.41,0,,
Boralesgamuwa UC,03/09/2015,MSW,30550,26.21,63.55,0,,
Boralesgamuwa UC,04/09/2015,MSW,33740,30.92,61.54,0,,
Boralesgamuwa UC,05/09/2015,MSW,19960,31.05,72.72,0,,
Boralesgamuwa UC,06/09/2015,MSW,43390,32.86,72.54,0,,
Boralesgamuwa UC,07/09/2015,MSW,42220,29.49,73.54,0,,
Boralesgamuwa UC,08/09/2015,MSW,48330,29.45,89.89,0,,
Boralesgamuwa UC,09/09/2015,MSW,39560,23.12,74.22,0,,
Boralesgamuwa UC,10/09/2015,MSW,36470,24.69,88.18,0,,
Boralesgamuwa UC,11/09/2015,MSW,30940,28.64,73.33,0,,
Boralesgamuwa UC,12/09/2015,MSW,43040,23.09,62.94,0,,
Boralesgamuwa UC,13/09/2015,MSW,15860,27.21,61.01,0,,
Boralesgamuwa UC,14/09/2015,MSW,39210,25.51,91.37,0,,
Boralesgamuwa UC,15/09/2015,MSW,37260,29.63,60.05,0,,
Boralesgamuwa UC,16/09/2015,MSW,45170,24.22,79.44,0,,
Boralesgamuwa UC,17/09/2015,MSW,45490,26.09,78.48,0,,
Boralesgamuwa UC,18/09/2015,MSW,32810,28.98,75.56,0,,
Boralesgamuwa UC,19/09/2015,MSW,31550,27.48,87.69,0,,
Boralesgamuwa UC,20/09/2015,MSW,9480,25.5,67.12,0,,
Boralesgamuwa UC,21/09/2015,MSW,37940,24.88,94.39,0,,
Boralesgamuwa UC,22/09/2015,MSW,41110,26.89,65.28,0,,
Boralesgamuwa UC,23/09/2015,MSW,41510,23.93,83.36,1,,
Boralesgamuwa UC,24/09/2015,MSW,27480,28.09,64.75,0,,
Boralesgamuwa UC,25/09/2015,MSW,20610,28.94,64.3,0,,
Boralesgamuwa UC,26/09/2015,MSW,2330,26.63,68.99,0,,
Boralesgamuwa UC,27/09/2015,MSW,1690,30.93,85.01,1,,
Boralesgamuwa UC,28/09/2015,MSW,11350,29.94,83.82,0,,
Boralesgamuwa UC,29/09/2015,MSW,39450,26.85,84.36,0,,
Boralesgamuwa UC,30/09/2015,MSW,32930,23.21,83.06,0,,
Boralesgamuwa UC,01/10/2015,MSW,31830,23.86,86.64,0,,
Boralesgamuwa UC,02/10/2015,MSW,41790,23.64,87.45,0,,
Boralesgamuwa UC,03/10/2015,MSW,22270,29.69,79.07,0,,
Boralesgamuwa UC,04/10/2015,MSW,42710,23.23,61.44,0,,
Boralesgamuwa UC,05/10/2015,MSW,40050,23.23,61.44,0,,
Boralesgamuwa UC,06/10/2015,MSW,44180,29.89,65.47,0,,
Boralesgamuwa UC,07/10/2015,MSW,40650,24.47,91.84,0,,
Boralesgamuwa UC,08/10/2015,MSW,54970,24.59,87.7,0,,
Boralesgamuwa UC,09/10/2015,MSW,34460,29.73,60.86,0,,
Boralesgamuwa UC,10/10/2015,MSW,19750,32.82,65.26,0,,
Boralesgamuwa UC,11/10/2015,MSW,41730,31.06,61.25,0,,
Boralesgamuwa UC,12/10/2015,MSW,36910,30.28,74.35,0,,
Boralesgamuwa UC,13/10/2015,MSW,46440,26.48,81.5,0,,
Boralesgamuwa UC,14/10/2015,MSW,44290,30.1,81.22,0,,
Boralesgamuwa UC,15/10/2015,MSW,40270,32.98,76.34,0,,
Boralesgamuwa UC,16/10/2015,MSW,33410,26.11,70.5,0,,
Boralesgamuwa UC,17/10/2015,MSW,30140,32.32,79.58,0,,
Boralesgamuwa UC,18/10/2015,MSW,12660,25.59,73.38,0,,
Boralesgamuwa UC,19/10/2015,MSW,30350,31.07,60.46,0,,
Boralesgamuwa UC,20/10/2015,MSW,37000,28.73,92.3,0,,
Boralesgamuwa UC,21/10/2015,MSW,37410,31.44,76.94,0,,
Boralesgamuwa UC,22/10/2015,MSW,39990,27.29,88.45,0,,
Boralesgamuwa UC,23/10/2015,MSW,42760,24.23,88.29,0,,
Boralesgamuwa UC,24/10/2015,MSW,31470,24.04,62.64,0,,
Boralesgamuwa UC,25/10/2015,MSW,17560,26.64,61.24,0,,
Boralesgamuwa UC,26/10/2015,MSW,32690,24.94,69.67,0,,
Boralesgamuwa UC,27/10/2015,MSW,20340,23.98,74.69,1,,
Boralesgamuwa UC,28/10/2015,MSW,33220,26.71,93.05,0,,
Boralesgamuwa UC,29/10/2015,MSW,40890,25.98,65.66,0,,
Boralesgamuwa UC,30/10/2015,MSW,37400,28.64,89.62,0,,
Boralesgamuwa UC,31/10/2015,MSW,42320,23.21,64.54,0,,
Boralesgamuwa UC,01/11/2015,MSW,24720,23.41,64.6,0,,
Boralesgamuwa UC,02/11/2015,MSW,36910,31.75,71.55,0,,
Boralesgamuwa UC,03/11/2015,MSW,34190,30.93,93.38,0,,
Boralesgamuwa UC,04/11/2015,MSW,38520,28.5,90.74,0,,
Boralesgamuwa UC,06/11/2015,MSW,49630,25.54,92.09,0,,
Boralesgamuwa UC,07/11/2015,MSW,22840,25.74,64.77,0,,
Boralesgamuwa UC,08/11/2015,MSW,215040,28.66,62.72,0,,
Boralesgamuwa UC,09/11/2015,MSW,28830,29.44,85.65,0,,
Boralesgamuwa UC,10/11/2015,MSW,8780,32.35,76.54,0,,
Boralesgamuwa UC,11/11/2015,MSW,34300,25.47,68.93,1,,
Boralesgamuwa UC,12/11/2015,MSW,34280,25.65,81.24,0,,
Boralesgamuwa UC,13/11/2015,MSW,10120,25.32,68.33,0,,
Boralesgamuwa UC,14/11/2015,MSW,40350,30.32,68.81,0,,
Boralesgamuwa UC,15/11/2015,MSW,12420,23.41,69.7,0,,
Boralesgamuwa UC,16/11/2015,MSW,37210,28.95,72.58,0,,
Boralesgamuwa UC,17/11/2015,MSW,49600,30.05,83.78,0,,
Boralesgamuwa UC,18/11/2015,MSW,36090,27.04,92.44,0,,
Boralesgamuwa UC,19/11/2015,MSW,50670,27.21,85.38,0,,
Boralesgamuwa UC,20/11/2015,MSW,40970,26.79,62.93,0,,
Boralesgamuwa UC,21/11/2015,MSW,37850,31.26,74.93,0,,
Boralesgamuwa UC,22/11/2015,MSW,12630,29.56,87.07,0,,
Boralesgamuwa UC,23/11/2015,MSW,29880,27.68,65.28,0,,
Boralesgamuwa UC,24/11/2015,MSW,34840,29.82,86.85,0,,
Boralesgamuwa UC,25/11/2015,MSW,27020,23.5,62.91,1,,
Boralesgamuwa UC,26/11/2015,MSW,42110,31.23,69.63,0,,
Boralesgamuwa UC,27/11/2015,MSW,33340,23.38,62.56,0,,
Boralesgamuwa UC,28/11/2015,MSW,29880,32.56,84.97,0,,
Boralesgamuwa UC,29/11/2015,MSW,10290,30.76,79.07,0,,
Boralesgamuwa UC,30/11/2015,MSW,37970,28.65,84.87,0,,
Boralesgamuwa UC,01/12/2015,MSW,30480,29.74,77.31,0,,
Boralesgamuwa UC,02/12/2015,MSW,36520,26.16,88.35,0,,
Boralesgamuwa UC,03/12/2015,MSW,26810,29.24,91.8,0,,
Boralesgamuwa UC,04/12/2015,MSW,23140,27.41,67.11,0,,
Boralesgamuwa UC,05/12/2015,MSW,4580,27.99,77.91,0,,
Boralesgamuwa UC,06/12/2015,MSW,39980,29.72,69.07,0,,
Boralesgamuwa UC,07/12/2015,MSW,16440,23.43,61.36,0,,
Boralesgamuwa UC,08/12/2015,MSW,166680,24.64,75.53,0,,
Boralesgamuwa UC,09/12/2015,MSW,37920,26.87,90.91,0,,
Boralesgamuwa UC,10/12/2015,MSW,40690,31.13,61.64,0,,
Boralesgamuwa UC,11/12/2015,MSW,32630,29.55,79.39,0,,
Boralesgamuwa UC,12/12/2015,MSW,32100,23.03,78.35,0,,
Boralesgamuwa UC,13/12/2015,MSW,17970,30.64,73.41,0,,
Boralesgamuwa UC,14/12/2015,MSW,31950,25.33,70.55,0,,
Boralesgamuwa UC,15/12/2015,MSW,27450,31.7,77.78,0,,
Boralesgamuwa UC,16/12/2015,MSW,39890,26.17,87.07,0,,
Boralesgamuwa UC,17/12/2015,MSW,39930,28.38,81.17,0,,
Boralesgamuwa UC,18/12/2015,MSW,36480,28.94,61.78,0,,
Boralesgamuwa UC,19/12/2015,MSW,40660,29.24,62.11,0,,
Boralesgamuwa UC,20/12/2015,MSW,23510,29.33,65.11,0,,
Boralesgamuwa UC,21/12/2015,MSW,37930,31.2,63.87,0,,
Boralesgamuwa UC,22/12/2015,MSW,40170,25.22,66.23,0,,
Boralesgamuwa UC,23/12/2015,MSW,40300,31.35,67.33,0,,
Boralesgamuwa UC,24/12/2015,MSW,44170,27.13,85.96,1,,
Boralesgamuwa UC,25/12/2015,MSW,26110,31.25,74.6,1,,
Boralesgamuwa UC,26/12/2015,MSW,29550,25.11,61.37,0,,
Boralesgamuwa UC,27/12/2015,MSW,20730,31.16,92.12,0,,
Boralesgamuwa UC,28/12/2015,MSW,28290,23.9,84.81,0,,
Boralesgamuwa UC,29/12/2015,MSW,28190,25.67,74.99,0,,
Boralesgamuwa UC,30/12/2015,MSW,38700,27.64,64.33,0,,
Boralesgamuwa UC,31/12/2015,MSW,49900,27.84,72.89,0,,
Boralesgamuwa UC,01/01/2016,MSW,30230,32.31,86.19,0,,
Boralesgamuwa UC,02/01/2016,MSW,28700,30.89,64.06,0,,
Boralesgamuwa UC,03/01/2016,MSW,38000,26.3,94.49,0,,
Boralesgamuwa UC,04/01/2016,MSW,29120,27.85,85.5,0,,
Boralesgamuwa UC,05/01/2016,MSW,30560,24.83,78.1,0,,
Boralesgamuwa UC,06/01/2016,MSW,30561,25.83,79.1,0,,
Boralesgamuwa UC,07/01/2016,MSW,27300,26.83,80.1,0,,
Boralesgamuwa UC,08/01/2016,MSW,21800,27.83,81.1,0,,
Boralesgamuwa UC,09/01/2016,MSW,21800,30.52,69.17,0,,
Boralesgamuwa UC,10/01/2016,MSW,27300,30.05,94.86,0,,
Boralesgamuwa UC,11/01/2016,MSW,28190,27.26,79.76,0,,
Boralesgamuwa UC,12/01/2016,MSW,26390,29.94,61.18,0,,
Boralesgamuwa UC,13/01/2016,MSW,32760,24.27,87.77,0,,
Boralesgamuwa UC,14/01/2016,MSW,26300,26.45,60.71,0,,
Boralesgamuwa UC,15/01/2016,MSW,20430,28.57,62.19,1,,
Boralesgamuwa UC,16/01/2016,MSW,26140,25.62,70.28,0,,
Boralesgamuwa UC,17/01/2016,MSW,28850,25.38,91.47,0,,
Boralesgamuwa UC,18/01/2016,MSW,23550,30.31,85.56,0,,
Boralesgamuwa UC,19/01/2016,MSW,34930,23.47,75.59,0,,
Boralesgamuwa UC,20/01/2016,MSW,21960,23.18,64.44,0,,
Boralesgamuwa UC,21/01/2016,MSW,25950,29.44,67.85,0,,
Boralesgamuwa UC,22/01/2016,MSW,11710,24.36,64.38,0,,
Boralesgamuwa UC,23/01/2016,MSW,16400,28.22,85.12,1,,
Boralesgamuwa UC,24/01/2016,MSW,11250,28.99,73.44,0,,
Boralesgamuwa UC,25/01/2016,MSW,30600,26.97,81.02,0,,
Boralesgamuwa UC,26/01/2016,MSW,28680,31.56,80.33,0,,
Boralesgamuwa UC,27/01/2016,MSW,33240,29.11,86.47,0,,
Boralesgamuwa UC,28/01/2016,MSW,37930,30.2,76.21,0,,
Boralesgamuwa UC,29/01/2016,MSW,31180,24.39,81.35,0,,
Boralesgamuwa UC,30/01/2016,MSW,43820,23.94,82.38,0,,
Boralesgamuwa UC,31/01/2016,MSW,14580,25.77,65.59,0,,
Boralesgamuwa UC,01/02/2016,MSW,37940,31.75,81.05,0,,
Boralesgamuwa UC,02/02/2016,MSW,32830,29.9,71.7,0,,
Boralesgamuwa UC,03/02/2016,MSW,35320,25.05,60.89,0,,
Boralesgamuwa UC,04/02/2016,MSW,21200,28.76,80.45,1,,
Boralesgamuwa UC,05/02/2016,MSW,30420,28.72,73.12,0,,
